2016-5-22	多云	30	23	无持续风向≤3级
2016-5-23	多云	31	24	无持续风向≤3级
2016-5-24	多云	32	24	无持续风向≤3级
2016-5-25	多云	33	26	无持续风向≤3级
2016-5-26	小到中雨	33	25	无持续风向≤3级
2016-5-27	中到大雨	30	25	东南风4-5级
2016-5-28	雷阵雨	31	25	无持续风向≤3级
2016-5-29	小到中雨	32	26	无持续风向≤3级
2016-5-30	小雨	33	26	无持续风向≤3级
2016-5-31	小雨	33	26	无持续风向≤3级
2016-6-1	多云	35	27	无持续风向≤3级
2016-6-2	多云	35	27	无持续风向≤3级
2016-6-3	小雨	35	26	无持续风向≤3级
2016-6-4	中雨	34	23	无持续风向≤3级
2016-6-5	中到大雨	30	24	无持续风向≤3级
2016-6-6	小雨	31	24	无持续风向≤3级
2016-6-7	小雨	32	25	无持续风向≤3级
2016-6-8	中雨	32	24	无持续风向≤3级
2016-6-9	小到中雨	31	25	无持续风向≤3级
2016-6-10	中雨	31	25	无持续风向≤3级
2016-6-11	大到暴雨	31	25	无持续风向≤3级
2016-6-12	中到大雨	32	26	无持续风向≤3级
2016-6-13	中到大雨	31	26	无持续风向≤3级
2016-6-14	小到中雨	31	26	无持续风向≤3级
2016-6-15	中雨	31	25	无持续风向≤3级
2016-6-16	大雨	30	25	无持续风向≤3级
2016-6-17	小雨	32	26	无持续风向≤3级
2016-6-18	多云	34	26	无持续风向≤3级
2016-6-19	多云	36	27	无持续风向≤3级
2016-6-20	晴	34	27	无持续风向≤3级
2016-6-21	多云	35	27	无持续风向≤3级
2016-6-22	多云	36	27	无持续风向≤3级
2016-6-23	多云	35	27	无持续风向≤3级
2016-6-24	多云	36	28	无持续风向≤3级
2016-6-25	雷阵雨	35	26	无持续风向≤3级
2016-6-26	多云	35	28	无持续风向≤3级
2016-6-27	小雨	35	27	无持续风向≤3级
2016-6-28	小到中雨	33	25	无持续风向≤3级
2016-6-29	中雨	34	26	无持续风向≤3级
2016-6-30	小到中雨	33	26	无持续风向≤3级
2016-7-1	中雨	32	26	无持续风向≤3级
2016-7-2	中雨	32	26	无持续风向≤3级
2016-7-3	小到中雨	32	26	无持续风向≤3级
2016-7-4	中到大雨	31	26	无持续风向≤3级
2016-7-5	小到中雨	33	26	无持续风向≤3级
2016-7-6	小雨	34	26	无持续风向≤3级
2016-7-7	晴	36	26	无持续风向≤3级
2016-7-8	多云	36	28	无持续风向≤3级
2016-7-9	多云	37	28	无持续风向≤3级
2016-7-10	小到中雨	36	26	无持续风向≤3级
2016-7-11	大雨	31	26	无持续风向≤3级
2016-7-12	小雨	33	26	无持续风向≤3级
2016-7-13	中雨	33	26	无持续风向≤3级
2016-7-14	小到中雨	32	26	无持续风向≤3级
2016-7-15	雷阵雨	34	26	无持续风向≤3级
2016-7-16	多云	35	28	无持续风向≤3级
2016-7-17	多云	35	27	无持续风向≤3级
2016-7-18	多云	34	27	无持续风向≤3级
2016-7-19	小雨	34	27	无持续风向≤3级
2016-7-20	雷阵雨	35	27	无持续风向≤3级
2016-7-21	多云	35	27	无持续风向≤3级
2016-7-22	晴	36	27	无持续风向≤3级
2016-7-23	晴	36	27	无持续风向≤3级
2016-7-24	多云	36	27	无持续风向≤3级
2016-7-25	多云	37	28	无持续风向≤3级
2016-7-26	阵雨	35	26	无持续风向≤3级
2016-7-27	小到中雨	34	26	无持续风向≤3级
2016-7-28	多云	35	27	无持续风向≤3级
2016-7-29	多云	36	27	无持续风向≤3级
2016-7-30	多云	36	28	无持续风向≤3级
2016-7-31	多云	37	27	无持续风向≤3级
2016-8-1	大到暴雨	36	25	无持续风向≤3级
2016-8-2	暴雨	28	24	东南风6-7级
2016-8-3	小雨	31	25	无持续风向≤3级
2016-8-4	中雨	32	26	无持续风向≤3级
2016-8-5	多云	34	25	无持续风向≤3级
2016-8-6	多云	35	27	无持续风向≤3级
2016-8-7	晴	35	28	无持续风向≤3级
2016-8-8	中雨	36	27	无持续风向≤3级
2016-8-9	中雨	35	26	无持续风向≤3级
2016-8-10	中到大雨	32	26	无持续风向≤3级
2016-8-11	雷阵雨	33	26	无持续风向≤3级
2016-8-12	大雨	31	26	西风3-4级
2016-8-13	中到大雨	32	26	无持续风向≤3级
2016-8-14	中到大雨	33	25	无持续风向≤3级
2016-8-15	大雨	31	25	无持续风向≤3级
2016-8-16	中雨	30	25	东风3-4级
2016-8-17	大到暴雨	29	26	东风4-5级
2016-8-18	中到大雨	30	26	东风4-5级
2016-8-19	雷阵雨	32	26	东风3-4级
2016-8-20	多云	34	26	无持续风向≤3级
2016-8-21	中雨	35	26	无持续风向≤3级
2016-8-22	多云	35	27	无持续风向≤3级
2016-8-23	多云	36	27	无持续风向≤3级
2016-8-24	多云	36	27	无持续风向≤3级
2016-8-25	多云	36	26	无持续风向≤3级
2016-8-26	小到中雨	35	25	无持续风向≤3级
2016-8-27	大雨	32	24	无持续风向≤3级
2016-8-28	多云	32	25	无持续风向≤3级
2016-8-29	多云	32	26	无持续风向≤3级
2016-8-30	多云	33	25	无持续风向≤3级
2016-8-31	小雨	33	25	无持续风向≤3级
2016-9-1	雷阵雨	33	24	无持续风向≤3级
2016-9-2	大雨	31	26	无持续风向≤3级
2016-9-3	小到中雨	31	24	无持续风向≤3级
2016-9-4	小到中雨	31	26	无持续风向≤3级
2016-9-5	小到中雨	32	26	无持续风向≤3级
2016-9-6	中到大雨	32	26	无持续风向≤3级
2016-9-7	中到大雨	31	26	无持续风向≤3级
2016-9-8	中到大雨	31	26	无持续风向≤3级
2016-9-9	中雨	32	25	无持续风向≤3级
2016-9-10	中到大雨	31	25	无持续风向≤3级
2016-9-11	小到中雨	31	25	无持续风向≤3级
2016-9-12	多云	33	26	无持续风向≤3级
2016-9-13	多云	35	26	无持续风向≤3级
2016-9-14	多云	35	26	无持续风向≤3级
2016-9-15	小雨	32	26	西北风3-4级
2016-9-16	多云	34	25	无持续风向≤3级
2016-9-17	多云	34	25	无持续风向≤3级
2016-9-18	多云	34	25	无持续风向≤3级
2016-9-19	多云	32	23	无持续风向≤3级
2016-9-20	多云	31	24	无持续风向≤3级
2016-9-21	多云	30	25	无持续风向≤3级
2016-9-22	多云	32	24	无持续风向≤3级
2016-9-23	多云	33	25	无持续风向≤3级
2016-9-24	多云	33	25	无持续风向≤3级
2016-9-25	多云	34	26	无持续风向≤3级
2016-9-26	多云	36	26	无持续风向≤3级
2016-9-27	多云	35	28	无持续风向≤3级
2016-9-28	小雨	33	22	西北风4-5级
2016-9-29	小雨	29	19	西北风4-5级
2016-9-30	阵雨	26	20	无持续风向≤3级
2016-10-1	阵雨	28	22	无持续风向≤3级
2016-10-2	小雨	30	23	无持续风向≤3级
2016-10-3	多云	32	25	无持续风向≤3级
2016-10-4	多云	32	25	无持续风向≤3级
2016-10-5	阴	32	25	无持续风向≤3级
2016-10-6	多云	32	25	北风3-4级
2016-10-7	多云	31	25	无持续风向≤3级
2016-10-8	多云	32	24	北风3-4级
2016-10-9	阴	30	22	北风4-5级
2016-10-10	阴	29	22	北风3-4级
2016-10-11	小雨	28	21	无持续风向≤3级
2016-10-12	小到中雨	26	21	无持续风向≤3级
2016-10-13	多云	30	22	无持续风向≤3级
2016-10-14	多云	30	23	无持续风向≤3级
2016-10-15	多云	31	24	无持续风向≤3级
2016-10-16	多云	32	25	北风3-4级
2016-10-17	多云	31	23	东北风3-4级
2016-10-18	中到大雨	26	23	东风3-4级
2016-10-19	小到中雨	27	22	无持续风向≤3级
2016-10-20	多云	31	24	无持续风向≤3级
2016-10-21	大到暴雨	28	23	西北风8-9级
2016-10-22	多云	29	24	无持续风向≤3级
2016-10-23	多云	30	24	无持续风向≤3级
2016-10-24	阵雨	30	24	无持续风向≤3级
2016-10-25	阵雨	31	24	无持续风向≤3级
2016-10-26	多云	32	24	无持续风向≤3级
2016-10-27	多云	33	24	无持续风向≤3级
2016-10-28	多云	32	21	无持续风向≤3级
2016-10-29	多云	29	21	北风4-5级
2016-10-30	多云	29	20	无持续风向≤3级
2016-10-31	多云	30	20	无持续风向≤3级
2016-11-1	多云	26	18	北风3-4级
2016-11-2	多云	26	17	北风3-4级
2016-11-3	多云	25	16	东北风3-4级
2016-11-4	多云	27	18	无持续风向≤3级
2016-11-5	多云	28	20	无持续风向≤3级
2016-11-6	多云	29	20	无持续风向≤3级
2016-11-7	多云	29	19	无持续风向≤3级
2016-11-8	多云	24	16	北风3～4级
2016-11-9	阴	19	12	北风3～4级
2016-11-10	小雨	16	13	北风3-4级
2016-11-11	阴	16	12	无持续风向≤3级
2016-11-12	阴	22	16	无持续风向≤3级
2016-11-13	多云	28	21	无持续风向≤3级
2016-11-14	多云	29	20	无持续风向≤3级
2016-11-15	多云	29	20	无持续风向≤3级
2016-11-16	多云	30	21	东南风3-4级
2016-11-17	多云	30	21	无持续风向≤3级
2016-11-18	多云	28	22	无持续风向≤3级
2016-11-19	阵雨	27	22	无持续风向≤3级
2016-11-20	小到中雨	26	22	无持续风向≤3级
2016-11-21	阵雨	27	22	无持续风向≤3级
2016-11-22	中到大雨	26	18	无持续风向≤3级
2016-11-23	小雨	18	10	北风4-5级
2016-11-24	阴	14	10	北风3-4级
2016-11-25	小雨	15	12	无持续风向≤3级
2016-11-26	中到大雨	12	10	北风4-5级
2016-11-27	多云	17	10	无持续风向≤3级
2016-11-28	晴	20	11	无持续风向≤3级
2016-11-29	阴	20	11	无持续风向≤3级
2016-11-30	多云	19	11	北风3-4级
2016-12-1	多云	22	13	无持续风向≤3级
2016-12-2	多云	22	15	无持续风向≤3级
2016-12-3	多云	23	15	无持续风向≤3级
2016-12-4	多云	25	16	无持续风向≤3级
2016-12-5	多云	26	15	无持续风向≤3级
2016-12-6	多云	20	11	北风3-4级
2016-12-7	晴	22	12	无持续风向≤3级
2016-12-8	多云	23	12	无持续风向≤3级
2016-12-9	晴	24	12	无持续风向≤3级
2016-12-10	多云	24	13	无持续风向≤3级
2016-12-11	多云	25	15	无持续风向≤3级
2016-12-12	多云	25	17	无持续风向≤3级
2016-12-13	多云	25	15	无持续风向≤3级
2016-12-14	多云	21	11	北风3-4级
2016-12-15	晴	19	9	北风3-4级
2016-12-16	晴	19	8	北风3-4级
2016-12-17	多云	20	9	无持续风向≤3级
2016-12-18	多云	22	15	无持续风向≤3级
2016-12-19	多云	24	17	无持续风向≤3级
2016-12-20	多云	26	18	无持续风向≤3级
2016-12-21	小雨	26	16	无持续风向≤3级
2016-12-22	晴	22	12	北风3-4级
2016-12-23	多云	22	15	无持续风向≤3级
2016-12-24	小雨	20	17	无持续风向≤3级
2016-12-25	阴	22	16	无持续风向≤3级
2016-12-26	多云	24	11	无持续风向≤3级
2016-12-27	晴	16	7	北风5-6级
2016-12-28	晴	16	8	无持续风向≤3级
2016-12-29	多云	16	7	北风3-4级
2016-12-30	多云	19	10	无持续风向≤3级
2016-12-31	多云	21	11	无持续风向≤3级
2017-1-1	多云	23	13	无持续风向≤3级
2017-1-2	多云	25	15	无持续风向≤3级
2017-1-3	晴	26	16	无持续风向≤3级
2017-1-4	晴	27	17	无持续风向≤3级
2017-1-5	多云	25	17	无持续风向≤3级
2017-1-6	多云	26	17	无持续风向≤3级
2017-1-7	小雨	25	18	无持续风向≤3级
2017-1-8	多云	23	14	无持续风向≤3级
2017-1-9	多云	24	15	无持续风向≤3级
2017-1-10	多云	24	16	无持续风向≤3级
2017-1-11	小雨	20	13	无持续风向≤3级
2017-1-12	小雨	16	12	无持续风向≤3级
2017-1-13	小雨	13	11	无持续风向≤3级
2017-1-14	小雨	14	10	北风3-4级
2017-1-15	小雨	14	11	无持续风向≤3级
2017-1-16	小雨	15	12	无持续风向≤3级
2017-1-17	小雨	16	12	无持续风向≤3级
2017-1-18	阴	19	14	无持续风向≤3级
2017-1-19	小雨	22	12	无持续风向≤3级
2017-1-20	阴	18	9	无持续风向≤3级
2017-1-21	晴	19	8	无持续风向≤3级
2017-1-22	晴	20	9	无持续风向≤3级
2017-1-23	晴	21	12	无持续风向≤3级
2017-1-24	阴	19	13	无持续风向≤3级
2017-1-25	多云	22	10	无持续风向≤3级
2017-1-26	晴	24	12	无持续风向≤3级
2017-1-27	多云	24	12	无持续风向≤3级
2017-1-28	多云	24	16	无持续风向≤3级
2017-1-29	小雨	21	15	无持续风向≤3级
2017-1-31	阴	17	12	无持续风向≤3级
2017-2-1	多云	22	12	无持续风向≤3级
2017-2-2	多云	21	13	无持续风向≤3级
2017-2-3	小雨	20	15	无持续风向≤3级
2017-2-4	小雨	21	16	无持续风向≤3级
2017-2-5	晴	24	16	无持续风向≤3级
2017-2-6	多云	23	15	无持续风向≤3级
2017-2-7	多云	20	15	无持续风向≤3级
2017-2-8	小雨	19	10	无持续风向≤3级
2017-2-9	多云	15	8	北风4-5级
2017-2-10	晴	16	8	东北风3-4级
2017-2-11	晴	16	6	无持续风向≤3级
2017-2-12	晴	19	7	无持续风向≤3级
2017-2-13	晴	21	9	无持续风向≤3级
2017-2-14	晴	23	12	无持续风向≤3级
2017-2-15	晴	25	12	无持续风向≤3级
2017-2-16	晴	25	13	无持续风向≤3级
2017-2-17	晴	26	14	无持续风向≤3级
2017-2-18	晴	27	16	无持续风向≤3级
2017-2-19	多云	26	17	无持续风向≤3级
2017-2-20	小雨	25	18	无持续风向≤3级
2017-2-21	小雨	25	18	无持续风向≤3级
2017-2-22	阵雨	25	11	无持续风向≤3级
2017-2-23	小雨	14	9	北风3-4级
2017-2-24	小雨	11	8	北风3-4级
2017-2-25	小雨	11	8	无持续风向≤3级
2017-2-26	小雨	15	11	无持续风向≤3级
2017-2-27	多云	20	14	无持续风向≤3级
2017-2-28	阴	21	16	无持续风向≤3级
2017-3-1	多云	21	13	无持续风向≤3级
2017-3-2	晴	22	10	无持续风向≤3级
2017-3-3	晴	23	13	无持续风向≤3级
2017-3-4	多云	24	17	无持续风向≤3级
2017-3-5	小雨	25	16	无持续风向≤3级
2017-3-6	小雨	21	15	北风3-4级
2017-3-7	小雨	19	13	无持续风向≤3级
2017-3-8	小雨	16	13	无持续风向≤3级
2017-3-9	小雨	18	15	无持续风向≤3级
2017-3-10	小雨	19	17	无持续风向≤3级
2017-3-11	小雨	19	17	无持续风向≤3级
2017-3-12	小雨	22	18	无持续风向≤3级
2017-3-13	小雨	26	14	无持续风向≤3级
2017-3-14	小雨	18	13	北风3-4级
2017-3-15	阴	18	15	无持续风向≤3级
2017-3-16	小雨	20	16	无持续风向≤3级
2017-3-17	阴	20	16	无持续风向≤3级
2017-3-18	小雨	20	17	无持续风向≤3级
2017-3-19	大雨	21	18	东南风3-4级
2017-3-20	小雨	24	18	无持续风向≤3级
2017-3-21	阴	25	18	无持续风向≤3级
2017-3-22	中雨	23	19	无持续风向≤3级
2017-3-23	阴	24	19	无持续风向≤3级
2017-3-24	阴	26	18	东南风≤3级
2017-3-25	小雨	17	11	北风3-4级
2017-3-26	阵雨	15	9	东北风3-4级
2017-3-27	晴	24	14	东南风3-4级
2017-3-28	多云	26	18	东南风3-4级
2017-3-29	雷阵雨	24	20	无持续风向≤3级
2017-3-30	阵雨	26	20	无持续风向≤3级
2017-3-31	大雨	20	13	北风3-4级
2017-4-1	晴	23	12	无持续风向≤3级
2017-4-2	晴	25	14	无持续风向≤3级
2017-4-3	晴	26	16	无持续风向≤3级
2017-4-4	多云	27	18	南风3-4级
2017-4-5	多云	27	20	无持续风向≤3级
2017-4-6	阵雨	26	21	无持续风向≤3级
2017-4-7	多云	27	21	无持续风向≤3级
2017-4-8	阵雨	28	23	南风3-4级
2017-4-9	阴	30	24	无持续风向≤3级
2017-4-10	多云	29	19	南风3-4级
2017-4-11	雷阵雨	24	17	无持续风向≤3级
2017-4-12	小到中雨	20	17	无持续风向≤3级
2017-4-13	阴	22	17	无持续风向≤3级
2017-4-14	阴	24	20	无持续风向≤3级
2017-4-15	阴	26	22	无持续风向≤3级
2017-4-16	多云	29	22	无持续风向≤3级
2017-4-17	多云	30	23	无持续风向≤3级
2017-4-18	阴	32	23	无持续风向≤3级
2017-4-19	阵雨	30	23	无持续风向≤3级
2017-4-20	中雨	29	20	无持续风向≤3级
2017-4-21	小到中雨	25	17	无持续风向≤3级
2017-4-22	阴	22	16	无持续风向≤3级
2017-4-23	小雨	23	18	无持续风向≤3级
2017-4-24	阵雨	24	20	微风<3级
2017-4-25	大到暴雨	25	22	无持续风向≤3级
2017-4-26	中雨	24	20	无持续风向≤3级
2017-4-27	阴	23	17	北风3-4级
2017-4-28	晴	25	16	无持续风向≤3级
2017-4-29	多云	28	18	无持续风向≤3级
2017-4-30	多云	29	21	无持续风向≤3级
2017-5-1	多云	30	23	南风3-4级
2017-5-2	小雨	30	24	无持续风向≤3级
2017-5-3	多云	30	24	无持续风向≤3级
2017-5-4	大雨	27	21	无持续风向≤3级
2017-5-5	多云	29	23	无持续风向≤3级
2017-5-6	多云	31	23	无持续风向≤3级
2017-5-7	小到中雨	30	23	无持续风向≤3级
2017-5-8	大雨	29	22	南风3-4级
2017-5-9	阴	29	23	无持续风向≤3级
2017-5-10	小雨	30	24	无持续风向≤3级
2017-5-11	小雨	31	23	无持续风向≤3级
2017-5-12	小到中雨	30	24	无持续风向≤3级
2017-5-13	中雨-大雨	30	24	微风<3级
2017-5-14	雷阵雨	29	24	微风<3级
2017-5-15	大雨-暴雨	28	23	西风3～4级
2017-5-16	多云	29	21	无持续风向≤3级
2017-5-17	多云	30	22	无持续风向≤3级
2017-5-18	阵雨	30	24	无持续风向≤3级
2017-5-19	阵雨	29	23	无持续风向≤3级
2017-5-20	中雨	28	23	无持续风向≤3级
2017-5-21	阵雨	27	23	无持续风向≤3级
2017-5-22	中到大雨	28	24	无持续风向≤3级
2017-5-23	中雨	30	24	无持续风向≤3级
2017-5-24	大到暴雨	26	22	北风3-4级
2017-5-25	多云	29	22	北风3-4级
2017-5-26	多云	30	23	无持续风向≤3级
2017-5-27	多云	31	22	无持续风向≤3级
2017-5-28	多云	32	22	无持续风向≤3级
2017-5-29	多云	33	24	无持续风向≤3级
2017-5-30	多云	33	24	无持续风向≤3级
2017-5-31	多云	32	25	无持续风向≤3级
2017-6-1	雷阵雨	33	26	无持续风向≤3级
2017-6-2	中雨	33	25	无持续风向≤3级
2017-6-3	中雨	33	26	无持续风向≤3级
2017-6-4	阵雨	33	26	无持续风向≤3级
2017-6-5	雷阵雨	34	27	南风3-4级
2017-6-6	雷阵雨	34	27	无持续风向≤3级
2017-6-7	多云	35	27	无持续风向≤3级
2017-6-8	多云	35	27	无持续风向≤3级
2017-6-9	雷阵雨	35	27	无持续风向≤3级
2017-6-10	雷阵雨	34	27	无持续风向≤3级
2017-6-11	晴	35	28	无持续风向≤3级
2017-6-12	雷阵雨	35	26	无持续风向≤3级
2017-6-13	中雨	32	26	西风3-4级
2017-6-14	大到暴雨	31	26	无持续风向≤3级
2017-6-15	中雨	32	25	无持续风向≤3级
2017-6-16	大到暴雨	31	24	无持续风向≤3级
2017-6-17	中雨	30	25	无持续风向≤3级
2017-6-18	中雨	30	25	无持续风向≤3级
2017-6-19	中雨	32	25	无持续风向≤3级
2017-6-20	中到大雨	31	25	无持续风向≤3级
2017-6-21	大雨	31	25	无持续风向≤3级
2017-6-22	中雨	32	26	无持续风向≤3级
2017-6-23	雷阵雨	34	27	无持续风向≤3级
2017-6-24	雷阵雨	33	26	无持续风向≤3级
2017-6-25	雷阵雨	34	27	无持续风向≤3级
2017-6-26	雷阵雨	34	27	无持续风向≤3级
2017-6-27	多云	34	27	无持续风向≤3级
2017-6-28	雷阵雨	35	28	无持续风向≤3级
2017-6-29	雷阵雨	35	27	无持续风向≤3级
2017-6-30	雷阵雨	35	27	无持续风向≤3级
2017-7-1	雷阵雨	34	27	无持续风向≤3级
2017-7-2	中雨	32	27	东南风3-4级
2017-7-3	大雨	31	26	无持续风向≤3级
2017-7-4	大雨	30	26	无持续风向≤3级
2017-7-5	雷阵雨	33	26	无持续风向≤3级
2017-7-6	雷阵雨	33	26	无持续风向≤3级
2017-7-7	中雨	32	26	无持续风向≤3级
2017-7-8	中雨	32	26	南风3-4级
2017-7-9	中雨	32	26	无持续风向≤3级
2017-7-10	中雨	33	27	微风<3级
2017-7-11	雷阵雨	33	26	无持续风向≤3级
2017-7-12	多云	34	26	无持续风向≤3级
2017-7-13	雷阵雨	34	26	无持续风向≤3级
2017-7-14	雷阵雨	35	27	无持续风向≤3级
2017-7-15	雷阵雨	35	26	无持续风向≤3级
2017-7-16	中雨	33	26	东风3-4级
2017-7-17	中雨	32	25	无持续风向≤3级
2017-7-18	大雨	29	24	无持续风向≤3级
2017-7-19	雷阵雨	31	25	无持续风向≤3级
2017-7-20	雷阵雨	32	25	无持续风向≤3级
2017-7-21	多云	33	26	无持续风向≤3级
2017-7-22	雷阵雨	34	25	无持续风向≤3级
2017-7-23	大雨	33	25	东风3-4级
