id,created_at,attitudes_count,comments_count,reposts_count,screen_name,follow_count,followers_count,gender,text
4401603119433393,2019-08-04,8134,1241,568,小猴紫日志,38,527766,m,杨紫超话#杨紫烈火英雄# 《烈火英雄》票房突破5⃣️亿再创新高她是刚毅果断的消防监督员王璐，她也是内心柔软的消防员家属王璐，多重情感处理@杨紫 给你好看 
4401512413117727,2019-08-04,324,46,65,中国之声,1297,25640025,m,【这句让人泪崩的台词原来出自《新闻联播》】《烈火英雄》中的一句台词“消防战斗早晚会有牺牲”，来自新闻联播：北京的一场火灾中，参谋长刘洪坤、副中队长刘洪魁勇入火场内部壮烈牺牲。现场指挥哽咽着喊到：“灭火战斗早晚都会有牺牲，我们要继承队长的遗志！”之后，消防员们迅速扑灭余火。 ...全文
4401700695458890,2019-08-04,3786,444,528,思想聚焦,1792,29721289,m,看了这个#黄晓明消防员合唱#的视频，直接就想到了他在《烈火英雄》里面演的江立伟这个角色，以及现实生活中更多和他们一样的消防员们，真的令人致敬。  思想聚焦的微博视频 
4401466405889081,2019-08-04,22294,238,104,陶一汉,5361,873709,m,#杨紫哭戏#如果让你给杨紫在烈火英雄中的哭戏打分，满分十分，你会打几分？ 长治 陶一汉的微博投票 
4401909555118175,2019-08-05,554,49,32,请叫我李处长,1533,9528,m,#烈火英雄黄晓明原型#故事原型的参与者。特别凶险。请大家注意消防安全。 
4400951974668443,2019-08-02,1304,771,814,圈内大神,293,7126834,f,#烈火英雄电影故事原型# 今天才知道杜江在烈火英雄里说的经典台词“消防战斗早晚会有牺牲”居然是取自真实新闻报道，两个版本对比来听才知道杜江有多还原，鸡皮疙瘩都起来了！ 圈内大神的微博视频 
4401678696972266,2019-08-04,894,435,197,南海网,96,3658746,m,#致敬中国军人#【和@杨紫 一起#致敬最可爱的逆行者#】青年演员@杨紫 说：“小时候连爸爸是消防员都是模糊的概念，只知道军人都是伟大的存在。直到在《烈火英雄》中饰演了消防监督员，才知道女消防员也是一线战士坚强的后盾，才深刻理解军人的伟大与不易。”转！致敬用生命和灾难对抗的英雄们！ via ...全文
4402324984148896,2019-08-06,3521,758,729,全是帅哥,274,8190745,f,看哭了#徐小斌王璐结婚照#，《烈火英雄》里的欧豪和杨紫，绝对是年度意难平了如果徐小斌没有走，他们之间会是多么甜呀。 lostpluto的微博视频 
4401622576620554,2019-08-04,1798,109,40,金二狗,692,1020572,m,杨紫爸妈给杨紫宣传新电影《烈火英雄》发的都是没修过的图！这爸妈太实在了吧！不修图你倒是拍清晰一点啊！ 
4401655883541958,2019-08-04,1056,358,155,南京晨报,1518,2139761,m,【和@杨紫 一起#致敬最可爱的逆行者#】青年演员@杨紫 说：“小时候连爸爸是消防员都是模糊的概念，只知道军人都是伟大的存在。直到在《烈火英雄》中饰演了消防监督员，才知道女消防员也是一线战士坚强的后盾，才深刻理解军人的伟大与不易。”转！致敬用生命和灾难对抗的英雄们！by央视新闻 ...全文
4401889922136277,2019-08-05,8473,418,303,娱小花,618,1507506,m,#中国机长预告# “中国骄傲三部曲”，《烈火英雄》黄晓明、杜江、欧豪、杨紫(8月1日已上映)；《决胜时刻》 唐国强、黄景瑜、王丽坤、张涵予、秦岚、聂远、杜江(9月12日上映)；《中国机长》张涵予、欧豪、杜江、李沁、张天爱 (9月30日上映)；有网友认为真人真事改编的电影表示很期待，不过也有人觉得会 ...全文
4401247484578193,2019-08-03,1550,211,140,情感树心,752,3380040,f,#烈火英雄#昨天跟朋友去看了电影，想说像我这种心理承受能力低的人，真的不适合看这种影片。从开始五分钟死了第一个“新兵蛋子”就开始哭，一直到最后……观影结束后心情还不能平复，敬佩每一位逆行英雄，也感谢英雄的家人，感谢他们支持消防员的工作，并且承受了更多分离！致敬消防，致敬所有一线的军 ...全文
4402310623210433,2019-08-06,498,385,287,吃瓜鹅每日速报,66,1474518,m,烈火英雄里鸡腿少年郑志的扮演者张哲瀚在微博上发布了一封给队长的信，这封#郑志的信#读的真的感人啊！向伟大的消防员致敬！ 
4400949692873984,2019-08-02,2311,949,708,娱闻少女,185,5724947,f,#烈火英雄电影故事原型#  原来电影《烈火英雄》中杜江有些台词都是取自真实的新闻报道！尤其这句“消防战斗早晚会有牺牲！” 从动作到语气再到眼神，杜江全部毫无违和感地完整再现，感染力十足。用心感受和演绎，所以几场哭戏也格外动人，杜江这可塑性真是绝了！ 娱闻少女的微博视频 
4401926655198360,2019-08-05,351,34,85,电影烈火英雄,200,39002,m,#电影烈火英雄# 顶天立地，决心守护一座城热血突围，完成所有不可能电影《烈火英雄》正在热映这一次，终于了解中国消防！ 
4401622576620554,2019-08-04,1798,109,40,金二狗,692,1020572,m,杨紫爸妈给杨紫宣传新电影《烈火英雄》发的都是没修过的图！这爸妈太实在了吧！不修图你倒是拍清晰一点啊！ 
4401655883541958,2019-08-04,1056,358,155,南京晨报,1518,2139761,m,【和@杨紫 一起#致敬最可爱的逆行者#】青年演员@杨紫 说：“小时候连爸爸是消防员都是模糊的概念，只知道军人都是伟大的存在。直到在《烈火英雄》中饰演了消防监督员，才知道女消防员也是一线战士坚强的后盾，才深刻理解军人的伟大与不易。”转！致敬用生命和灾难对抗的英雄们！by央视新闻 ...全文
4401889922136277,2019-08-05,8473,418,303,娱小花,618,1507506,m,#中国机长预告# “中国骄傲三部曲”，《烈火英雄》黄晓明、杜江、欧豪、杨紫(8月1日已上映)；《决胜时刻》 唐国强、黄景瑜、王丽坤、张涵予、秦岚、聂远、杜江(9月12日上映)；《中国机长》张涵予、欧豪、杜江、李沁、张天爱 (9月30日上映)；有网友认为真人真事改编的电影表示很期待，不过也有人觉得会 ...全文
4401247484578193,2019-08-03,1550,211,140,情感树心,752,3380040,f,#烈火英雄#昨天跟朋友去看了电影，想说像我这种心理承受能力低的人，真的不适合看这种影片。从开始五分钟死了第一个“新兵蛋子”就开始哭，一直到最后……观影结束后心情还不能平复，敬佩每一位逆行英雄，也感谢英雄的家人，感谢他们支持消防员的工作，并且承受了更多分离！致敬消防，致敬所有一线的军 ...全文
4402310623210433,2019-08-06,498,385,287,吃瓜鹅每日速报,66,1474518,m,烈火英雄里鸡腿少年郑志的扮演者张哲瀚在微博上发布了一封给队长的信，这封#郑志的信#读的真的感人啊！向伟大的消防员致敬！ 
4400949692873984,2019-08-02,2311,949,708,娱闻少女,185,5724947,f,#烈火英雄电影故事原型#  原来电影《烈火英雄》中杜江有些台词都是取自真实的新闻报道！尤其这句“消防战斗早晚会有牺牲！” 从动作到语气再到眼神，杜江全部毫无违和感地完整再现，感染力十足。用心感受和演绎，所以几场哭戏也格外动人，杜江这可塑性真是绝了！ 娱闻少女的微博视频 
4401926655198360,2019-08-05,351,34,85,电影烈火英雄,200,39002,m,#电影烈火英雄# 顶天立地，决心守护一座城热血突围，完成所有不可能电影《烈火英雄》正在热映这一次，终于了解中国消防！ 
4401611062967063,2019-08-04,2884,1289,435,乔欣工作室,20,17283,f,代表#乔欣[超话]# 及工作室全体员工向@电影烈火英雄 中的英雄致敬！也希望通过观影来支持杨紫超话 这个努力奋斗、认真拍戏的北京小妞！ 
4401716860372806,2019-08-05,172,45,39,每日经济新闻,1302,40342115,m,#晚间分享#今日黄晓明亮相《烈火英雄》消防员专场，现场与消防员们一起合唱《别哭，我最爱的人》，身体力行为消防安全宣传助力，向中国消防致敬#黄晓明消防员合唱# （来源：@微博电影）微博电影的微博视频 
4402296685421626,2019-08-06,149,115,42,微博爱豆,3358,3842421,m,#郑志的信#烈火英雄里郑志和队长的战友情让人感动，郑志的扮演者@张哲瀚疯子 在微博晒出给队长的一封信，交代了角色的各种心理状态。这一封来自天国的信真的让人暴哭，伟大的消防员值得我们永远铭记！ 
4401914882002272,2019-08-05,844,33,60,羊又走丢了,2541,5514723,m,#烈火英雄黄晓明原型# 烈火英雄 原型，现实中的他们更震撼！致敬火灾中顽强拼搏，视死如归的消防英雄们！ #中国军事#兵哥兵妹那些事儿超话 羊又走丢了的微博视频 
4401512438701218,2019-08-04,408,17,33,优酷,2870,17973483,m,#电影烈火英雄#都说男儿有泪不轻弹，而流泪的背后，是深深的感动和震撼。谢谢你们冲锋在前的勇气，谢谢你们舍生忘死的付出，你们做的一切值得所有人的尊重与眼泪！烈火英雄流泪 
4402053318971226,2019-08-05,694,260,172,思想聚焦,1792,29721289,m,#黄晓明一指禅打字# 黄晓明为了宣传新电影《烈火英雄》去当一日小编，打字怎么样没关系，新电影里面江立伟演得真的不错！路演的时候还呼吁每一位观众向消防英雄们表达自己的感受，令人感动！致敬这群平凡的英雄！  思想聚焦的微博视频 
4401550186921055,2019-08-04,354,67,86,电影烈火英雄,200,39002,m,#电影烈火英雄##烈火英雄最燃瞬间# 在火海深处，“燃”的不仅仅是火场，还有消防员们危难之际的兄弟情。在远处的家里，“燃”的更是互相牵挂的亲情。燃燃烈火，挡不住消防员们逆行而上，挡不住消防员们舍生忘死地拼搏救火，挡不住消防员们对家人的思念与惦记。致敬消防英雄们！ 
4402036722740164,2019-08-05,303,60,9,最爱战长沙,600,424,f,杨紫超话#杨紫沉默的证人# #杨紫烈火英雄# 生活太艰难，需要杨紫一点甜。时光冉冉，爱你如初，世界精彩，由你开始，愿你走过的每一条路都平坦，度过的每一天艳阳满天。@杨紫 @杨紫 @杨紫 
4402294088818836,2019-08-06,125,70,36,大眼时光局,635,19681,m,#郑志的信#电影烈火英雄热映中，打动了无数人的鸡腿少年郑志的扮演者@张哲瀚疯子 中微博发出写给队长的一封信，字里行间让人泪崩。信中对队长和母亲的话太好哭了，希望每个消防员出任务都能安全回家。 
4401327637102705,2019-08-03,2043,68,48,陈国辉,528,645552,m,#电影烈火英雄# 
4401670492755892,2019-08-04,1211,450,229,遵义发布,1846,122657,m,#致敬中国军人#【和@杨紫 一起#致敬最可爱的逆行者#】青年演员@杨紫 说：“小时候连爸爸是消防员都是模糊的概念，只知道军人都是伟大的存在。直到在《烈火英雄》中饰演了消防监督员，才知道女消防员也是一线战士坚强的后盾，才深刻理解军人的伟大与不易。”转！致敬用生命和灾难对抗的英雄们！  ...全文
4401909340993579,2019-08-05,472,27,16,意林杂志,416,3738008,m,#烈火英雄黄晓明原型#身处火海8小时，连续转阀门32000圈！向消防员致敬！ 
